YEAR,PLAYERID,NAMElast,NAMEfirst,TEAM,LG,AVG,OBP,SLG,EXP,PAYR,MLAVG,MLOBP,MLSLG,AVGcumLag1,OBPcumLag1,SLGcumLag1,G,YRINDEX
1988,lemonch01,Lemon,Chet,DET,AL,0.264,0.346,0.436,13,521,0.259,0.324,0.387,0.277,0.358,0.454,144,30
1983,luzingr01,Luzinski,Greg,CHA,AL,0.255,0.352,0.502,13,537,0.266,0.33,0.398,0.281,0.366,0.484,144,25
1973,maddoga01,Maddox,Garry,SFN,NL,0.319,0.35,0.46,2,450,0.262,0.331,0.387,0.266,0.293,0.432,144,15
1985,madlobi01,Madlock,Bill,PIT->LAN,NL->NL,0.275,0.345,0.402,13,489,0.262,0.329,0.4,0.312,0.372,0.448,144,27
1979,manniri01,Manning,Rick,CLE,AL,0.259,0.323,0.304,5,444,0.27,0.335,0.406,0.272,0.324,0.359,144,21
1968,mantlmi01,Mantle,Mickey,NYA,AL,0.237,0.385,0.398,10,514,0.246,0.31,0.356,0.288,0.415,0.554,144,10
1988,marshmi02,Marshall,Mike,LAN,NL,0.277,0.314,0.445,7,391,0.259,0.324,0.387,0.272,0.327,0.457,144,30
1988,mattido01,Mattingly,Don,NYA,AL,0.311,0.353,0.462,6,593,0.259,0.324,0.387,0.331,0.376,0.543,144,30
1995,mcgrifr01,McGriff,Fred,ATL,NL,0.28,0.361,0.489,9,565,0.272,0.344,0.427,0.285,0.389,0.541,144,37
1999,mcgrifr01,McGriff,Fred,TBA,AL,0.31,0.405,0.552,13,565,0.277,0.351,0.445,0.285,0.38,0.514,144,41
1999,mclemma01,McLemore,Mark,TEX,AL,0.274,0.363,0.366,13,396,0.277,0.351,0.445,0.257,0.342,0.332,144,41
1979,meyerda01,Meyer,Dan,SEA,AL,0.278,0.317,0.459,5,363,0.27,0.335,0.406,0.247,0.289,0.368,144,21
1999,moranmi01,Morandini,Mickey,CHN,NL,0.241,0.319,0.329,10,461,0.277,0.351,0.445,0.273,0.342,0.367,144,41
1970,morgajo02,Morgan,Joe,HOU,NL,0.268,0.383,0.396,7,537,0.264,0.337,0.404,0.264,0.379,0.394,144,12
2000,morriwa02,Morris,Warren,PIT,NL,0.259,0.341,0.343,2,333,0.276,0.351,0.448,0.288,0.36,0.427,144,42
1974,munsoth01,Munson,Thurman,NYA,AL,0.261,0.316,0.381,6,535,0.261,0.329,0.377,0.283,0.355,0.407,144,16
1967,northji01,Northrup,Jim,DET,AL,0.271,0.332,0.392,3,473,0.251,0.317,0.373,0.242,0.295,0.409,144,9
2002,ordonre01,Ordonez,Rey,NYN,NL,0.254,0.292,0.324,7,371,0.266,0.337,0.426,0.243,0.29,0.3,144,44
1977,ortajo01,Orta,Jorge,CHA,AL,0.282,0.334,0.417,6,402,0.268,0.334,0.409,0.286,0.336,0.415,144,19
1978,parrila01,Parrish,Larry,MON,NL,0.277,0.321,0.454,5,495,0.262,0.329,0.387,0.249,0.303,0.381,144,20
1980,parrila02,Parrish,Lance,DET,AL,0.286,0.325,0.499,3,432,0.269,0.332,0.396,0.252,0.309,0.444,144,22
1976,patekfr01,Patek,Freddie,KCA,AL,0.241,0.318,0.306,9,438,0.26,0.325,0.369,0.237,0.309,0.316,144,18
1986,penato01,Pena,Tony,PIT,NL,0.288,0.356,0.406,6,412,0.262,0.331,0.404,0.285,0.321,0.412,144,28
1967,phillad01,Phillips,Adolfo,CHN,NL,0.268,0.384,0.458,3,308,0.251,0.317,0.373,0.254,0.335,0.432,144,9
1970,pinielo01,Piniella,Lou,KCA,AL,0.301,0.342,0.424,2,395,0.264,0.337,0.404,0.279,0.321,0.411,144,12
1973,pinielo01,Piniella,Lou,KCA,AL,0.25,0.291,0.361,5,395,0.262,0.331,0.387,0.294,0.334,0.413,144,15
1965,powelbo01,Powell,Boog,BAL,AL,0.248,0.347,0.407,4,486,0.255,0.322,0.389,0.264,0.345,0.488,144,7
1962,powervi01,Power,Vic,MIN,AL,0.29,0.316,0.421,4,515,0.268,0.337,0.412,0.282,0.319,0.392,144,4
1992,raineti01,Raines,Tim,CHA,AL,0.294,0.38,0.405,12,491,0.261,0.328,0.386,0.298,0.387,0.428,144,34
1995,ripkeca01,Ripken Jr.,Cal,BAL,AL,0.262,0.324,0.422,14,644,0.272,0.344,0.427,0.277,0.346,0.455,144,37
1965,robinbr01,Robinson,Brooks,BAL,AL,0.297,0.351,0.445,7,578,0.255,0.322,0.389,0.29,0.335,0.437,144,7
1975,robinbr01,Robinson,Brooks,BAL,AL,0.201,0.267,0.274,17,578,0.262,0.333,0.383,0.275,0.33,0.416,144,17
1974,robinfr02,Robinson,Frank,CAL->CLE,AL->AL,0.245,0.367,0.453,16,543,0.261,0.329,0.377,0.299,0.395,0.546,144,16
1999,rodriiv01,Rodriguez,Ivan,TEX,AL,0.332,0.356,0.558,9,514,0.277,0.351,0.445,0.295,0.335,0.45,144,41
2003,rodriiv01,Rodriguez,Ivan,FLO,NL,0.297,0.369,0.474,13,514,0.269,0.339,0.432,0.305,0.342,0.489,144,45
1974,rojasco01,Rojas,Cookie,KCA,AL,0.271,0.309,0.339,13,424,0.261,0.329,0.377,0.264,0.307,0.34,144,16
1962,sievero01,Sievers,Roy,PHI,NL,0.262,0.346,0.455,4,401,0.268,0.337,0.412,0.279,0.371,0.512,144,4
1995,sosasa01,Sosa,Sammy,CHN,NL,0.268,0.34,0.5,7,563,0.272,0.344,0.427,0.253,0.3,0.437,144,37
1995,spraged02,Sprague,Ed,TOR,AL,0.244,0.333,0.407,5,416,0.272,0.344,0.427,0.254,0.311,0.381,144,37
1965,stargwi01,Stargell,Willie,PIT,NL,0.272,0.328,0.501,3,451,0.255,0.322,0.389,0.262,0.3,0.47,144,7
1990,stillku01,Stillwell,Kurt,KCA,AL,0.249,0.304,0.352,5,383,0.263,0.33,0.394,0.252,0.319,0.363,144,32
1984,tablepa01,Tabler,Pat,CLE,AL,0.29,0.354,0.41,4,362,0.265,0.328,0.393,0.266,0.344,0.38,144,26
1960,tasbywi01,Tasby,Willie,BAL->BOS,AL->AL,0.268,0.358,0.362,2,407,0.265,0.335,0.407,0.25,0.303,0.378,144,2
1990,templga01,Templeton,Garry,SDN,NL,0.248,0.28,0.362,15,509,0.263,0.33,0.394,0.275,0.308,0.372,144,32
1975,thomade01,Thomas,Derrel,SFN,NL,0.276,0.347,0.381,4,371,0.262,0.333,0.383,0.237,0.3,0.303,144,17
1990,thompro01,Thompson,Robby,SFN,NL,0.245,0.299,0.392,5,467,0.263,0.33,0.394,0.259,0.327,0.392,144,32
1991,thompro01,Thompson,Robby,SFN,NL,0.262,0.352,0.447,6,467,0.26,0.329,0.394,0.257,0.322,0.392,144,33
2002,tuckemi01,Tucker,Michael,KCA,AL,0.248,0.33,0.406,8,427,0.266,0.337,0.426,0.26,0.341,0.435,144,44
2003,valenjo03,Valentin,Jose,CHA,AL,0.237,0.313,0.463,11,455,0.269,0.339,0.432,0.248,0.326,0.448,144,45
2003,vidrojo01,Vidro,Jose,MON,NL,0.31,0.397,0.47,7,484,0.269,0.339,0.432,0.305,0.36,0.473,144,45
1996,vizcajo01,Vizcaino,Jose,NYN->CLE,NL->AL,0.297,0.341,0.363,7,363,0.276,0.347,0.438,0.269,0.315,0.338,144,38
1999,vizquom01,Vizquel,Omar,CLE,AL,0.333,0.397,0.436,11,545,0.277,0.351,0.445,0.268,0.33,0.34,144,41
1965,wagnele01,Wagner,Leon,CLE,AL,0.294,0.369,0.495,7,427,0.255,0.322,0.389,0.267,0.336,0.466,144,7
2003,walketo04,Walker,Todd,BOS,AL,0.283,0.333,0.428,8,450,0.269,0.339,0.432,0.292,0.349,0.435,144,45
1964,wardpe01,Ward,Pete,CHA,AL,0.282,0.348,0.473,2,437,0.261,0.324,0.396,0.29,0.35,0.473,144,6
1983,washiul01,Washington,U L,KCA,AL,0.236,0.298,0.32,6,308,0.266,0.33,0.398,0.263,0.325,0.362,144,25
1986,whitalo01,Whitaker,Lou,DET,AL,0.269,0.338,0.437,9,549,0.262,0.331,0.404,0.282,0.359,0.399,144,28
1960,whitebi03,White,Bill,SLN,NL,0.283,0.334,0.455,2,549,0.265,0.335,0.407,0.302,0.344,0.47,144,2
2004,wiggity01,Wigginton,Ty,NYN->PIT,NL->NL,0.261,0.324,0.433,3,434,0.272,0.342,0.439,0.263,0.324,0.418,144,46
1995,willibe02,Williams,Bernie,NYA,AL,0.307,0.392,0.487,5,574,0.272,0.344,0.427,0.269,0.351,0.405,144,37
1999,womacto01,Womack,Tony,ARI,NL,0.277,0.332,0.37,4,546,0.277,0.351,0.445,0.278,0.325,0.363,144,41
1977,wynegbu01,Wynegar,Butch,MIN,AL,0.261,0.344,0.37,2,385,0.268,0.334,0.409,0.26,0.356,0.363,144,19
1978,yastrca01,Yastrzemski,Carl,BOS,AL,0.277,0.367,0.423,18,608,0.262,0.329,0.387,0.29,0.386,0.472,144,20
2002,zeileto01,Zeile,Todd,COL,NL,0.273,0.353,0.425,14,540,0.266,0.337,0.426,0.267,0.349,0.429,144,44
1979,ziskri01,Zisk,Richie,TEX,AL,0.262,0.336,0.416,8,478,0.27,0.335,0.406,0.291,0.359,0.476,144,21
1964,aaronha01,Aaron,Hank,ML1,NL,0.328,0.393,0.514,6,598,0.261,0.324,0.396,0.323,0.383,0.6,145,6
1968,allisbo01,Allison,Bob,MIN,AL,0.247,0.324,0.456,10,488,0.246,0.31,0.356,0.258,0.364,0.48,145,10
2002,anderma02,Anderson,Marlon,PHI,NL,0.258,0.315,0.38,4,443,0.266,0.337,0.426,0.27,0.312,0.384,145,44
2003,anderma02,Anderson,Marlon,TBA,AL,0.27,0.328,0.376,5,443,0.269,0.339,0.432,0.266,0.313,0.383,145,45
1993,anthoer01,Anthony,Eric,HOU,NL,0.249,0.319,0.397,5,249,0.27,0.338,0.413,0.21,0.282,0.367,145,35
1983,armasto01,Armas,Tony,BOS,AL,0.218,0.254,0.453,7,422,0.266,0.33,0.398,0.251,0.286,0.433,145,25
1985,backmwa01,Backman,Wally,NYN,NL,0.273,0.32,0.344,6,260,0.262,0.329,0.4,0.276,0.365,0.344,145,27
1986,baineha01,Baines,Harold,CHA,AL,0.296,0.338,0.465,7,504,0.262,0.331,0.404,0.285,0.33,0.468,145,28
1975,baylodo01,Baylor,Don,BAL,AL,0.282,0.36,0.489,4,552,0.262,0.333,0.383,0.271,0.344,0.406,145,17
1970,belanma01,Belanger,Mark,BAL,AL,0.218,0.303,0.259,4,403,0.264,0.337,0.404,0.237,0.298,0.286,145,12
2002,biggicr01,Biggio,Craig,HOU,NL,0.253,0.33,0.404,15,624,0.266,0.337,0.426,0.291,0.381,0.436,145,44
1975,bondsbo01,Bonds,Bobby,NYA,AL,0.27,0.375,0.512,8,577,0.262,0.333,0.383,0.273,0.356,0.478,145,17
1960,brandja01,Brandt,Jackie,BAL,AL,0.254,0.317,0.413,2,424,0.265,0.335,0.407,0.27,0.324,0.415,145,2
1993,brettge01,Brett,George,KCA,AL,0.266,0.312,0.434,20,580,0.27,0.338,0.413,0.307,0.372,0.49,145,35
1971,brownol02,Brown,Ollie,SDN,NL,0.273,0.346,0.362,6,333,0.259,0.328,0.382,0.265,0.315,0.406,145,13
1963,brutobi01,Bruton,Bill,DET,AL,0.256,0.33,0.372,5,565,0.255,0.319,0.389,0.277,0.335,0.41,145,5
1974,bucknbi01,Buckner,Bill,LAN,NL,0.314,0.351,0.412,5,476,0.261,0.329,0.377,0.283,0.31,0.367,145,16
1980,bucknbi01,Buckner,Bill,CHN,NL,0.324,0.353,0.457,11,476,0.269,0.332,0.396,0.291,0.321,0.396,145,22
1992,buechst01,Buechele,Steve,PIT->CHN,NL->NL,0.261,0.334,0.372,8,431,0.261,0.328,0.386,0.241,0.309,0.399,145,34
1978,burleri01,Burleson,Rick,BOS,AL,0.248,0.295,0.339,5,433,0.262,0.329,0.387,0.28,0.333,0.366,145,20
1973,cardejo02,Cardenal,Jose,CHN,NL,0.303,0.375,0.437,9,479,0.262,0.331,0.387,0.264,0.314,0.386,145,15
1983,cartega01,Carter,Gary,MON,NL,0.27,0.336,0.444,9,499,0.266,0.33,0.398,0.269,0.342,0.459,145,25
1978,cartyri01,Carty,Rico,TOR->OAK,AL->AL,0.282,0.348,0.502,13,451,0.262,0.329,0.387,0.305,0.376,0.467,145,20
2001,caseyse01,Casey,Sean,CIN,NL,0.31,0.369,0.458,4,558,0.269,0.338,0.437,0.312,0.386,0.502,145,43
1976,ceyro01,Cey,Ron,LAN,NL,0.277,0.386,0.462,4,555,0.26,0.325,0.369,0.263,0.354,0.418,145,18
1985,ceyro01,Cey,Ron,CHN,NL,0.232,0.316,0.408,13,555,0.262,0.329,0.4,0.263,0.355,0.446,145,27
1963,cimolgi01,Cimoli,Gino,KC1,AL,0.263,0.313,0.363,5,336,0.255,0.319,0.389,0.27,0.323,0.397,145,5
1960,colavro01,Colavito,Rocky,DET,AL,0.249,0.317,0.474,2,604,0.265,0.335,0.407,0.257,0.337,0.512,145,2
1973,colbena01,Colbert,Nate,SDN,NL,0.27,0.343,0.45,6,428,0.262,0.331,0.387,0.254,0.326,0.481,145,15
1989,colemvi01,Coleman,Vince,SLN,NL,0.254,0.316,0.334,5,456,0.259,0.325,0.384,0.262,0.325,0.328,145,31
1996,cordoma01,Cordova,Marty,MIN,AL,0.309,0.371,0.478,2,426,0.276,0.347,0.438,0.277,0.352,0.486,145,38
1999,damonjo01,Damon,Johnny,KCA,AL,0.307,0.379,0.477,5,617,0.277,0.351,0.445,0.275,0.33,0.405,145,41
2003,damonjo01,Damon,Johnny,BOS,AL,0.273,0.345,0.405,9,617,0.269,0.339,0.432,0.286,0.348,0.428,145,45
1973,darwibo01,Darwin,Bobby,MIN,AL,0.252,0.309,0.391,2,406,0.262,0.331,0.387,0.266,0.325,0.442,145,15
1991,davisal01,Davis,Alvin,SEA,AL,0.221,0.299,0.335,8,556,0.26,0.329,0.394,0.289,0.391,0.468,145,33
1996,davisch01,Davis,Chili,CAL,AL,0.292,0.387,0.496,15,554,0.276,0.347,0.438,0.273,0.355,0.444,145,38
1980,decindo01,DeCinces,Doug,BAL,AL,0.249,0.319,0.403,6,501,0.269,0.332,0.396,0.252,0.321,0.43,145,22
1986,doranbi02,Doran,Bill,HOU,NL,0.276,0.368,0.373,5,491,0.262,0.331,0.404,0.274,0.356,0.382,145,28
1991,fernato01,Fernandez,Tony,SDN,NL,0.272,0.337,0.36,8,545,0.26,0.329,0.394,0.289,0.338,0.399,145,33
1976,fordda01,Ford,Dan,MIN,AL,0.267,0.323,0.457,2,414,0.26,0.325,0.369,0.28,0.333,0.434,145,18
1969,foyjo01,Foy,Joe,KCA,AL,0.262,0.354,0.37,4,486,0.258,0.332,0.387,0.246,0.344,0.387,145,11
1960,gardnbi02,Gardner,Billy,WS1,AL,0.257,0.313,0.363,2,331,0.265,0.335,0.407,0.217,0.284,0.304,145,2
1963,gentiji01,Gentile,Jim,BAL,AL,0.248,0.353,0.429,4,490,0.255,0.319,0.389,0.28,0.388,0.541,145,5
1997,gilkebe01,Gilkey,Bernard,NYN,NL,0.249,0.338,0.417,8,385,0.272,0.342,0.428,0.29,0.362,0.459,145,39
1998,gomezch02,Gomez,Chris,SDN,NL,0.267,0.346,0.379,6,355,0.271,0.341,0.43,0.247,0.324,0.346,145,40
2001,gracema01,Grace,Mark,ARI,NL,0.298,0.386,0.466,14,580,0.269,0.338,0.437,0.308,0.386,0.445,145,43
1989,greenmi01,Greenwell,Mike,BOS,AL,0.308,0.37,0.443,4,469,0.259,0.325,0.384,0.326,0.403,0.547,145,31
2000,griffke02,Griffey Jr.,Ken,CIN,NL,0.271,0.387,0.556,12,532,0.276,0.351,0.448,0.299,0.38,0.569,145,42
2004,grissma02,Grissom,Marquis,SFN,NL,0.279,0.323,0.45,16,549,0.272,0.342,0.439,0.273,0.319,0.414,145,46
2004,guzmacr01,Guzman,Cristian,MIN,AL,0.274,0.309,0.384,6,581,0.272,0.342,0.439,0.264,0.302,0.382,145,46
1975,hargrmi01,Hargrove,Mike,TEX,AL,0.303,0.395,0.416,2,554,0.262,0.333,0.383,0.323,0.395,0.424,145,17
1991,harrile01,Harris,Lenny,LAN,NL,0.287,0.349,0.35,3,260,0.26,0.329,0.394,0.279,0.326,0.344,145,33
1988,hatchbi01,Hatcher,Billy,HOU,NL,0.268,0.321,0.37,4,427,0.259,0.324,0.387,0.274,0.324,0.384,145,30
1983,henderi01,Henderson,Rickey,OAK,AL,0.292,0.414,0.421,5,533,0.266,0.33,0.398,0.291,0.397,0.391,145,25
1975,hendrge01,Hendrick,George,CLE,AL,0.258,0.304,0.431,5,434,0.262,0.333,0.383,0.261,0.298,0.418,145,17
1961,hoakdo01,Hoak,Don,PIT,NL,0.298,0.388,0.451,3,456,0.268,0.34,0.418,0.288,0.37,0.422,145,3
1968,johnsda02,Johnson,Davey,BAL,AL,0.242,0.308,0.359,3,453,0.246,0.31,0.356,0.249,0.309,0.358,145,10
2002,kendaja01,Kendall,Jason,PIT,NL,0.283,0.35,0.356,7,586,0.266,0.337,0.426,0.304,0.389,0.435,145,44
2004,kentje01,Kent,Jeff,HOU,NL,0.289,0.348,0.531,13,568,0.272,0.342,0.439,0.289,0.352,0.503,145,46
1967,kessido01,Kessinger,Don,CHN,NL,0.231,0.275,0.272,3,560,0.251,0.317,0.373,0.246,0.284,0.275,145,9
1976,kessido01,Kessinger,Don,SLN,NL,0.239,0.32,0.313,12,560,0.26,0.325,0.369,0.255,0.315,0.314,145,18
2000,kleskry01,Klesko,Ryan,SDN,NL,0.283,0.393,0.516,7,507,0.276,0.351,0.448,0.281,0.361,0.525,145,42
1983,knighra01,Knight,Ray,HOU,NL,0.304,0.355,0.444,7,439,0.266,0.33,0.398,0.281,0.33,0.408,145,25
2003,leetr01,Lee,Travis,TBA,AL,0.275,0.348,0.459,6,486,0.269,0.339,0.432,0.255,0.34,0.402,145,45
1983,lemonch01,Lemon,Chet,DET,AL,0.255,0.35,0.464,8,521,0.266,0.33,0.398,0.285,0.364,0.45,145,25
1985,lemonch01,Lemon,Chet,DET,AL,0.265,0.334,0.439,10,521,0.262,0.329,0.4,0.282,0.361,0.457,145,27
1976,lezcasi01,Lezcano,Sixto,ML4,AL,0.285,0.348,0.382,3,398,0.26,0.325,0.369,0.246,0.319,0.383,145,18
1974,lopesda01,Lopes,Davey,LAN,NL,0.266,0.35,0.383,2,484,0.261,0.329,0.377,0.27,0.35,0.348,145,16
1965,lumpeje01,Lumpe,Jerry,DET,AL,0.257,0.333,0.323,7,549,0.255,0.322,0.389,0.274,0.33,0.368,145,7
1997,martida01,Martinez,Dave,CHA,AL,0.286,0.356,0.413,12,402,0.272,0.342,0.428,0.275,0.336,0.394,145,39
1989,mcdowod01,McDowell,Oddibe,CLE->ATL,AL->NL,0.266,0.333,0.391,5,450,0.259,0.325,0.384,0.25,0.322,0.411,145,31
1984,mcgeewi01,McGee,Willie,SLN,NL,0.291,0.325,0.394,3,453,0.265,0.328,0.393,0.29,0.316,0.381,145,26
1986,milneed01,Milner,Eddie,CIN,NL,0.259,0.317,0.446,5,385,0.262,0.331,0.404,0.254,0.341,0.364,145,28
1973,moneydo01,Money,Don,ML4,AL,0.284,0.347,0.401,5,461,0.262,0.331,0.387,0.241,0.302,0.371,145,15
1983,morenom01,Moreno,Omar,HOU->NYA,NL->AL,0.244,0.284,0.33,8,494,0.266,0.33,0.398,0.255,0.315,0.341,145,25
1979,nettlgr01,Nettles,Graig,NYA,AL,0.253,0.325,0.401,12,486,0.27,0.335,0.406,0.252,0.331,0.431,145,21
1997,nixonot01,Nixon,Otis,TOR->LAN,AL->NL,0.266,0.337,0.318,14,358,0.272,0.342,0.428,0.27,0.344,0.314,145,39
1990,oneilpa01,O'Neill,Paul,CIN,NL,0.27,0.339,0.421,4,555,0.263,0.33,0.394,0.262,0.326,0.437,145,32
2000,owenser01,Owens,Eric,SDN,NL,0.293,0.346,0.381,5,319,0.276,0.351,0.448,0.242,0.306,0.331,145,42
2000,palmede01,Palmer,Dean,DET,AL,0.256,0.338,0.471,10,424,0.276,0.351,0.448,0.255,0.325,0.483,145,42
1983,parrila01,Parrish,Larry,TEX,AL,0.272,0.326,0.474,10,495,0.266,0.33,0.398,0.263,0.314,0.424,145,25
2002,perezne01,Perez,Neifi,KCA,AL,0.236,0.26,0.303,6,554,0.266,0.337,0.426,0.279,0.311,0.403,145,44
1989,raineti01,Raines,Tim,MON,NL,0.286,0.395,0.418,9,491,0.259,0.325,0.384,0.305,0.391,0.445,145,31
2004,ramirar01,Ramirez,Aramis,CHN,NL,0.318,0.373,0.578,7,444,0.272,0.342,0.439,0.263,0.312,0.441,145,46
1984,ramirra01,Ramirez,Rafael,ATL,NL,0.266,0.295,0.327,5,447,0.265,0.328,0.393,0.273,0.315,0.359,145,26
1989,randowi01,Randolph,Willie,LAN,NL,0.282,0.366,0.326,15,520,0.259,0.325,0.384,0.274,0.373,0.355,145,31
1993,reynoha01,Reynolds,Harold,BAL,AL,0.252,0.343,0.334,11,444,0.27,0.338,0.413,0.26,0.326,0.345,145,35
1982,riceji01,Rice,Jim,BOS,AL,0.309,0.375,0.494,9,566,0.266,0.329,0.397,0.305,0.353,0.534,145,24
1986,rileser01,Riles,Ernest,ML4,AL,0.252,0.321,0.357,2,310,0.262,0.331,0.404,0.286,0.339,0.377,145,28
1998,rodriiv01,Rodriguez,Ivan,TEX,AL,0.321,0.358,0.513,8,514,0.271,0.341,0.43,0.29,0.33,0.439,145,40
1982,salazlu01,Salazar,Luis,SDN,NL,0.242,0.274,0.336,3,332,0.266,0.329,0.397,0.313,0.342,0.42,145,24
1986,samueju01,Samuel,Juan,PHI,NL,0.266,0.302,0.448,4,415,0.262,0.331,0.404,0.269,0.306,0.439,145,28
1984,saxst01,Sax,Steve,LAN,NL,0.243,0.3,0.304,4,540,0.265,0.328,0.393,0.281,0.337,0.354,145,26
1978,schmimi01,Schmidt,Mike,PHI,NL,0.251,0.364,0.435,6,591,0.262,0.329,0.387,0.256,0.374,0.515,145,20
1980,simmote01,Simmons,Ted,SLN,NL,0.303,0.375,0.505,11,509,0.269,0.332,0.396,0.297,0.365,0.454,145,22
1960,skinnbo01,Skinner,Bob,PIT,NL,0.273,0.34,0.431,2,380,0.265,0.335,0.407,0.28,0.357,0.399,145,2
1984,smithlo01,Smith,Lonnie,SLN,NL,0.25,0.349,0.341,5,395,0.265,0.328,0.393,0.316,0.384,0.441,145,26
2004,soriaal01,Soriano,Alfonso,TEX,AL,0.28,0.324,0.484,5,560,0.272,0.342,0.439,0.284,0.322,0.502,145,46
1976,speiech01,Speier,Chris,SFN,NL,0.226,0.311,0.297,6,425,0.26,0.325,0.369,0.254,0.339,0.369,145,18
1977,speiech01,Speier,Chris,SFN->MON,NL->NL,0.234,0.317,0.339,7,425,0.268,0.334,0.409,0.25,0.334,0.358,145,19
1969,stargwi01,Stargell,Willie,PIT,NL,0.307,0.382,0.556,7,451,0.258,0.332,0.387,0.271,0.335,0.491,145,11
1996,steinte01,Steinbach,Terry,OAK,AL,0.272,0.342,0.529,10,452,0.276,0.347,0.438,0.275,0.326,0.411,145,38
1999,stewash01,Stewart,Shannon,TOR,AL,0.304,0.371,0.411,4,508,0.277,0.351,0.445,0.275,0.369,0.409,145,41
1968,tayloto02,Taylor,Tony,PHI,NL,0.25,0.302,0.311,10,437,0.246,0.31,0.356,0.261,0.32,0.347,145,10
2004,teixema01,Teixeira,Mark,TEX,AL,0.281,0.37,0.56,2,607,0.272,0.342,0.439,0.259,0.331,0.48,145,46
1979,thompja01,Thompson,Jason,DET,AL,0.246,0.338,0.404,4,516,0.27,0.335,0.406,0.263,0.348,0.453,145,21
1978,thornan01,Thornton,Andre,CLE,AL,0.262,0.377,0.516,5,483,0.262,0.329,0.387,0.256,0.378,0.47,145,20
1963,treshto01,Tresh,Tom,NYA,AL,0.269,0.371,0.487,2,609,0.255,0.319,0.389,0.286,0.358,0.438,145,5
1964,virdobi01,Virdon,Bill,PIT,NL,0.243,0.287,0.298,6,501,0.261,0.324,0.396,0.258,0.313,0.367,145,6
1980,whitalo01,Whitaker,Lou,DET,AL,0.233,0.331,0.283,3,549,0.269,0.332,0.396,0.284,0.376,0.364,145,22
1993,willima04,Williams,Matt,SFN,NL,0.294,0.325,0.561,7,446,0.27,0.338,0.413,0.241,0.288,0.444,145,35
1972,wynnji01,Wynn,Jimmy,HOU,NL,0.273,0.389,0.47,10,532,0.253,0.321,0.37,0.257,0.36,0.447,145,14
1968,alouma01,Alou,Matty,PIT,NL,0.332,0.362,0.396,8,440,0.246,0.31,0.356,0.301,0.339,0.378,146,10
1963,aparilu01,Aparicio,Luis,BAL,AL,0.25,0.291,0.331,5,618,0.255,0.319,0.389,0.262,0.308,0.34,146,5
1964,aparilu01,Aparicio,Luis,BAL,AL,0.266,0.324,0.363,6,618,0.261,0.324,0.396,0.259,0.305,0.339,146,6
1970,aparilu01,Aparicio,Luis,CHA,AL,0.313,0.372,0.404,12,618,0.264,0.337,0.404,0.259,0.307,0.343,146,12
1989,baineha01,Baines,Harold,CHA->TEX,AL->AL,0.309,0.395,0.465,10,504,0.259,0.325,0.384,0.286,0.335,0.462,146,31
1974,bandosa01,Bando,Sal,OAK,AL,0.243,0.352,0.426,8,548,0.261,0.329,0.377,0.263,0.366,0.425,146,16
1967,beckegl01,Beckert,Glenn,CHN,NL,0.28,0.314,0.369,3,501,0.251,0.317,0.373,0.264,0.297,0.324,146,9
1986,bernato01,Bernazard,Tony,CLE,AL,0.301,0.362,0.456,7,464,0.262,0.331,0.404,0.257,0.337,0.372,146,28
1973,blairpa01,Blair,Paul,BAL,AL,0.28,0.334,0.402,9,410,0.262,0.331,0.387,0.26,0.313,0.405,146,15
1979,bondsbo01,Bonds,Bobby,CLE,AL,0.275,0.367,0.463,12,577,0.27,0.335,0.406,0.271,0.355,0.48,146,21
1974,boonebo01,Boone,Bob,PHI,NL,0.242,0.295,0.322,3,421,0.261,0.329,0.377,0.262,0.313,0.364,146,16
2003,burrepa01,Burrell,Pat,PHI,NL,0.209,0.309,0.404,4,582,0.269,0.339,0.432,0.267,0.361,0.496,146,45
1996,caminke01,Caminiti,Ken,SDN,NL,0.326,0.408,0.621,10,474,0.276,0.347,0.438,0.266,0.328,0.403,146,38
1969,cardejo02,Cardenal,Jose,CLE,AL,0.257,0.314,0.373,5,479,0.258,0.332,0.387,0.255,0.296,0.365,146,11
2004,caseyse01,Casey,Sean,CIN,NL,0.324,0.381,0.534,7,558,0.272,0.342,0.439,0.3,0.369,0.455,146,46
2002,castilu01,Castillo,Luis,FLO,NL,0.305,0.364,0.361,7,488,0.266,0.337,0.426,0.282,0.364,0.342,146,44
1984,ceyro01,Cey,Ron,CHN,NL,0.24,0.324,0.442,12,555,0.265,0.328,0.393,0.265,0.358,0.446,146,26
2002,cirilje01,Cirillo,Jeff,SEA,AL,0.249,0.301,0.328,9,488,0.266,0.337,0.426,0.311,0.383,0.459,146,44
2004,claytro01,Clayton,Royce,COL,NL,0.279,0.338,0.397,13,522,0.272,0.342,0.439,0.255,0.31,0.368,146,46
1961,clemero01,Clemente,Roberto,PIT,NL,0.351,0.39,0.559,3,578,0.268,0.34,0.418,0.306,0.342,0.431,146,3
1989,colesda01,Coles,Darnell,SEA,AL,0.252,0.294,0.359,7,228,0.259,0.325,0.384,0.245,0.317,0.402,146,31
1970,conigto01,Conigliaro,Tony,BOS,AL,0.266,0.324,0.498,6,447,0.264,0.337,0.404,0.271,0.336,0.492,146,12
2001,cruzjo02,Cruz Jr.,Jose,TOR,AL,0.274,0.326,0.53,5,546,0.269,0.338,0.437,0.245,0.335,0.454,146,43
